SPFB.RTS-12.18,1,10/09/18,10:01,103750.0000000,103900.0000000,103680.0000000,103900.0000000,19	103750.00000	103750,00000	103750	1		10/09/18 открытие	10/09/18 закрытие	10.09.2018 мин	10.09.2018 макс	10/10/18 открытие	10/10/18 закрытие	10/10/18 мин	 10/10/18 макс	08/11/18 открытие	08/11/18 закрытие	08/11/18 мин	08/11/18 макс	08/12/18 открытие	08/12/18 закрытие	08.12.2018 мин	08.12.2018 макс
SPFB.RTS-12.18,1,08/11/18,23:42,113730.0000000,113760.0000000,113700.0000000,113740.0000000,446	113730.00000	113730,00000	113730																		
SPFB.RTS-12.18,1,08/11/18,23:43,113740.0000000,113770.0000000,113660.0000000,113680.0000000,411	113740.00000	113740,00000	113740																		
SPFB.RTS-12.18,1,08/11/18,23:44,113680.0000000,113690.0000000,113630.0000000,113640.0000000,179	113680.00000	113680,00000	113680																		
SPFB.RTS-12.18,1,08/11/18,23:45,113650.0000000,113690.0000000,113640.0000000,113690.0000000,101	113650.00000	113650,00000	113650																		
SPFB.RTS-12.18,1,08/11/18,23:46,113690.0000000,113700.0000000,113670.0000000,113680.0000000,180	113690.00000	113690,00000	113690																		
SPFB.RTS-12.18,1,08/11/18,23:47,113690.0000000,113750.0000000,113660.0000000,113710.0000000,379	113690.00000	113690,00000	113690																		
SPFB.RTS-12.18,1,08/11/18,23:48,113720.0000000,113830.0000000,113720.0000000,113800.0000000,450	113720.00000	113720,00000	113720																		
SPFB.RTS-12.18,1,08/11/18,23:49,113810.0000000,113870.0000000,113810.0000000,113860.0000000,377	113810.00000	113810,00000	113810																		
SPFB.RTS-12.18,1,08/11/18,23:50,113870.0000000,113880.0000000,113710.0000000,113780.0000000,594	113870.00000	113870,00000	113870	6																	
SPFB.RTS-12.18,1,10/12/18,23:45,112990.0000000,113020.0000000,112980.0000000,112990.0000000,470	112990.00000	112990,00000	112990	7																	
SPFB.RTS-12.18,1,10/12/18,23:46,113000.0000000,113030.0000000,112990.0000000,113000.0000000,133	113000.00000	113000,00000	113000																		
SPFB.RTS-12.18,1,10/12/18,23:47,113000.0000000,113070.0000000,113000.0000000,113030.0000000,554	113000.00000	113000,00000	113000																		
SPFB.RTS-12.18,1,10/12/18,23:48,113030.0000000,113050.0000000,113000.0000000,113050.0000000,185	113030.00000	113030,00000	113030																		
SPFB.RTS-12.18,1,10/12/18,23:49,113050.0000000,113090.0000000,113000.0000000,113000.0000000,627	113050.00000	113050,00000	113050																		
SPFB.RTS-12.18,1,10/12/18,10:01,114440.0000000,114850.0000000,114000.0000000,114620.0000000,8932	114440.00000	114440,00000	114440																		
SPFB.RTS-12.18,1,10/12/18,10:02,114600.0000000,114860.0000000,114500.0000000,114660.0000000,6467	114600.00000	114600,00000	114600																		
SPFB.RTS-12.18,1,10/12/18,10:03,114660.0000000,114750.0000000,114560.0000000,114630.0000000,4494	114660.00000	114660,00000	114660																		
SPFB.RTS-12.18,1,10/12/18,10:04,114630.0000000,114640.0000000,114570.0000000,114620.0000000,723	114630.00000	114630,00000	114630																		
SPFB.RTS-12.18,1,10/12/18,10:05,114620.0000000,114650.0000000,114600.0000000,114650.0000000,623	114620.00000	114620,00000	114620																		
SPFB.RTS-12.18,1,10/12/18,10:06,114640.0000000,114760.0000000,114610.0000000,114680.0000000,1433	114640.00000	114640,00000	114640																		
SPFB.RTS-12.18,1,10/12/18,10:07,114690.0000000,114720.0000000,114610.0000000,114620.0000000,606	114690.00000	114690,00000	114690																		
SPFB.RTS-12.18,1,10/12/18,10:08,114620.0000000,114640.0000000,114600.0000000,114620.0000000,377	114620.00000	114620,00000	114620																		
SPFB.RTS-12.18,1,10/12/18,10:09,114620.0000000,114670.0000000,114610.0000000,114630.0000000,567	114620.00000	114620,00000	114620																		
SPFB.RTS-12.18,1,10/12/18,10:10,114640.0000000,114650.0000000,114600.0000000,114650.0000000,443	114640.00000	114640,00000	114640																		
SPFB.RTS-12.18,1,10/12/18,10:11,114650.0000000,114790.0000000,114620.0000000,114750.0000000,1095	114650.00000	114650,00000	114650																		
SPFB.RTS-12.18,1,10/12/18,10:12,114760.0000000,114810.0000000,114650.0000000,114780.0000000,1205	114760.00000	114760,00000	114760																		
SPFB.RTS-12.18,1,10/12/18,10:13,114780.0000000,114800.0000000,114710.0000000,114710.0000000,498	114780.00000	114780,00000	114780																		
SPFB.RTS-12.18,1,10/12/18,10:14,114720.0000000,114800.0000000,114690.0000000,114780.0000000,743	114720.00000	114720,00000	114720																		
SPFB.RTS-12.18,1,10/12/18,10:15,114770.0000000,114790.0000000,114690.0000000,114710.0000000,859	114770.00000	114770,00000	114770																		
SPFB.RTS-12.18,1,10/12/18,10:16,114710.0000000,114740.0000000,114650.0000000,114660.0000000,1215	114710.00000	114710,00000	114710																		
SPFB.RTS-12.18,1,10/12/18,10:17,114660.0000000,114720.0000000,114620.0000000,114710.0000000,621	114660.00000	114660,00000	114660																		
SPFB.RTS-12.18,1,10/12/18,10:18,114720.0000000,114730.0000000,114690.0000000,114720.0000000,387	114720.00000	114720,00000	114720																		
SPFB.RTS-12.18,1,10/12/18,10:19,114720.0000000,114810.0000000,114710.0000000,114760.0000000,666	114720.00000	114720,00000	114720																		
SPFB.RTS-12.18,1,10/12/18,10:20,114750.0000000,114830.0000000,114700.0000000,114830.0000000,898	114750.00000	114750,00000	114750																		
SPFB.RTS-12.18,1,10/12/18,10:21,114830.0000000,114890.0000000,114790.0000000,114810.0000000,1349	114830.00000	114830,00000	114830																		
SPFB.RTS-12.18,1,10/12/18,10:22,114810.0000000,114840.0000000,114790.0000000,114800.0000000,183	114810.00000	114810,00000	114810																		
SPFB.RTS-12.18,1,10/12/18,10:23,114800.0000000,114830.0000000,114780.0000000,114800.0000000,304	114800.00000	114800,00000	114800																		
SPFB.RTS-12.18,1,10/12/18,10:24,114790.0000000,114820.0000000,114760.0000000,114770.0000000,168	114790.00000	114790,00000	114790																		
SPFB.RTS-12.18,1,10/12/18,10:25,114770.0000000,114810.0000000,114750.0000000,114790.0000000,209	114770.00000	114770,00000	114770																		
SPFB.RTS-12.18,1,10/12/18,10:26,114810.0000000,114840.0000000,114770.0000000,114810.0000000,234	114810.00000	114810,00000	114810																		
SPFB.RTS-12.18,1,10/12/18,10:27,114810.0000000,114840.0000000,114780.0000000,114840.0000000,448	114810.00000	114810,00000	114810																		
SPFB.RTS-12.18,1,10/12/18,10:28,114840.0000000,114880.0000000,114790.0000000,114790.0000000,989	114840.00000	114840,00000	114840																		
SPFB.RTS-12.18,1,10/12/18,10:29,114790.0000000,114820.0000000,114740.0000000,114750.0000000,477	114790.00000	114790,00000	114790																		
SPFB.RTS-12.18,1,10/12/18,10:30,114750.0000000,114790.0000000,114740.0000000,114770.0000000,345	114750.00000	114750,00000	114750																		
SPFB.RTS-12.18,1,10/12/18,10:31,114780.0000000,114840.0000000,114760.0000000,114820.0000000,266	114780.00000	114780,00000	114780																		
SPFB.RTS-12.18,1,10/12/18,10:32,114820.0000000,114830.0000000,114760.0000000,114790.0000000,546	114820.00000	114820,00000	114820																		
SPFB.RTS-12.18,1,10/12/18,10:33,114790.0000000,114840.0000000,114780.0000000,114830.0000000,166	114790.00000	114790,00000	114790																		
SPFB.RTS-12.18,1,10/12/18,10:34,114840.0000000,114890.0000000,114830.0000000,114840.0000000,496	114840.00000	114840,00000	114840																		
SPFB.RTS-12.18,1,10/12/18,10:35,114850.0000000,114850.0000000,114810.0000000,114830.0000000,218	114850.00000	114850,00000	114850																		
SPFB.RTS-12.18,1,10/12/18,10:36,114830.0000000,114870.0000000,114790.0000000,114800.0000000,416	114830.00000	114830,00000	114830																		
SPFB.RTS-12.18,1,10/12/18,10:37,114790.0000000,114830.0000000,114790.0000000,114820.0000000,147	114790.00000	114790,00000	114790																		
SPFB.RTS-12.18,1,10/12/18,10:38,114810.0000000,114890.0000000,114810.0000000,114880.0000000,414	114810.00000	114810,00000	114810																		
SPFB.RTS-12.18,1,10/12/18,10:39,114870.0000000,114930.0000000,114870.0000000,114900.0000000,842	114870.00000	114870,00000	114870																		
SPFB.RTS-12.18,1,10/12/18,10:40,114890.0000000,114960.0000000,114860.0000000,114870.0000000,837	114890.00000	114890,00000	114890																		
SPFB.RTS-12.18,1,10/12/18,10:41,114880.0000000,114900.0000000,114820.0000000,114850.0000000,306	114880.00000	114880,00000	114880																		
SPFB.RTS-12.18,1,10/12/18,10:42,114860.0000000,114920.0000000,114850.0000000,114910.0000000,381	114860.00000	114860,00000	114860																		
SPFB.RTS-12.18,1,10/12/18,10:43,114920.0000000,114990.0000000,114900.0000000,114970.0000000,675	114920.00000	114920,00000	114920																		
SPFB.RTS-12.18,1,10/12/18,10:44,114980.0000000,115050.0000000,114940.0000000,114950.0000000,1910	114980.00000	114980,00000	114980																		
SPFB.RTS-12.18,1,10/12/18,10:45,114940.0000000,115040.0000000,114930.0000000,115010.0000000,631	114940.00000	114940,00000	114940																		
SPFB.RTS-12.18,1,10/12/18,10:46,115020.0000000,115030.0000000,114970.0000000,115000.0000000,627	115020.00000	115020,00000	115020																		
SPFB.RTS-12.18,1,10/12/18,10:47,115010.0000000,115040.0000000,114990.0000000,115040.0000000,429	115010.00000	115010,00000	115010																		
SPFB.RTS-12.18,1,10/12/18,10:48,115040.0000000,115050.0000000,114950.0000000,114980.0000000,704	115040.00000	115040,00000	115040																		
SPFB.RTS-12.18,1,10/12/18,10:49,114970.0000000,115130.0000000,114970.0000000,115120.0000000,1537	114970.00000	114970,00000	114970																		
SPFB.RTS-12.18,1,10/12/18,10:50,115120.0000000,115210.0000000,115100.0000000,115140.0000000,1927	115120.00000	115120,00000	115120																		
SPFB.RTS-12.18,1,10/12/18,10:51,115140.0000000,115160.0000000,115060.0000000,115080.0000000,522	115140.00000	115140,00000	115140																		
SPFB.RTS-12.18,1,10/12/18,10:52,115070.0000000,115120.0000000,115050.0000000,115120.0000000,499	115070.00000	115070,00000	115070																		
SPFB.RTS-12.18,1,10/12/18,10:53,115120.0000000,115130.0000000,115040.0000000,115060.0000000,503	115120.00000	115120,00000	115120																		
SPFB.RTS-12.18,1,10/12/18,10:54,115060.0000000,115070.0000000,115020.0000000,115040.0000000,405	115060.00000	115060,00000	115060																		
SPFB.RTS-12.18,1,10/12/18,10:55,115040.0000000,115090.0000000,114910.0000000,115040.0000000,2278	115040.00000	115040,00000	115040																		
SPFB.RTS-12.18,1,10/12/18,10:56,115040.0000000,115060.0000000,114920.0000000,114960.0000000,1264	115040.00000	115040,00000	115040																		
SPFB.RTS-12.18,1,10/12/18,10:57,114970.0000000,114970.0000000,114920.0000000,114950.0000000,435	114970.00000	114970,00000	114970																		
SPFB.RTS-12.18,1,10/12/18,10:58,114950.0000000,115090.0000000,114950.0000000,115090.0000000,737	114950.00000	114950,00000	114950																		
SPFB.RTS-12.18,1,10/12/18,10:59,115080.0000000,115110.0000000,114990.0000000,115000.0000000,432	115080.00000	115080,00000	115080																		
SPFB.RTS-12.18,1,10/12/18,11:00,115000.0000000,115010.0000000,114940.0000000,114990.0000000,283	115000.00000	115000,00000	115000																		
SPFB.RTS-12.18,1,10/12/18,11:01,114980.0000000,115080.0000000,114930.0000000,114980.0000000,1013	114980.00000	114980,00000	114980																		
SPFB.RTS-12.18,1,10/12/18,11:02,114980.0000000,115000.0000000,114870.0000000,114950.0000000,1185	114980.00000	114980,00000	114980																		
SPFB.RTS-12.18,1,10/12/18,11:03,114950.0000000,115280.0000000,114910.0000000,115200.0000000,3624	114950.00000	114950,00000	114950																		
SPFB.RTS-12.18,1,10/12/18,11:04,115180.0000000,115210.0000000,115140.0000000,115210.0000000,796	115180.00000	115180,00000	115180																		
SPFB.RTS-12.18,1,10/12/18,11:05,115220.0000000,115320.0000000,115220.0000000,115300.0000000,1580	115220.00000	115220,00000	115220																		
SPFB.RTS-12.18,1,10/12/18,11:06,115310.0000000,115380.0000000,115240.0000000,115320.0000000,2081	115310.00000	115310,00000	115310																		
SPFB.RTS-12.18,1,10/12/18,11:07,115330.0000000,115350.0000000,115270.0000000,115310.0000000,738	115330.00000	115330,00000	115330																		
SPFB.RTS-12.18,1,10/12/18,11:08,115320.0000000,115360.0000000,115280.0000000,115340.0000000,395	115320.00000	115320,00000	115320																		
SPFB.RTS-12.18,1,10/12/18,11:09,115340.0000000,115400.0000000,115290.0000000,115350.0000000,1471	115340.00000	115340,00000	115340																		
SPFB.RTS-12.18,1,10/12/18,11:10,115340.0000000,115370.0000000,115280.0000000,115290.0000000,519	115340.00000	115340,00000	115340																		
SPFB.RTS-12.18,1,10/12/18,11:11,115290.0000000,115320.0000000,115270.0000000,115280.0000000,524	115290.00000	115290,00000	115290																		
SPFB.RTS-12.18,1,10/12/18,11:12,115280.0000000,115290.0000000,115260.0000000,115270.0000000,315	115280.00000	115280,00000	115280																		
SPFB.RTS-12.18,1,10/12/18,11:13,115270.0000000,115330.0000000,115250.0000000,115310.0000000,950	115270.00000	115270,00000	115270																		
SPFB.RTS-12.18,1,10/12/18,11:14,115310.0000000,115340.0000000,115160.0000000,115180.0000000,1412	115310.00000	115310,00000	115310																		
SPFB.RTS-12.18,1,10/12/18,11:15,115160.0000000,115240.0000000,115160.0000000,115240.0000000,764	115160.00000	115160,00000	115160																		
SPFB.RTS-12.18,1,10/12/18,11:16,115230.0000000,115230.0000000,115180.0000000,115220.0000000,247	115230.00000	115230,00000	115230																		
SPFB.RTS-12.18,1,10/12/18,11:17,115220.0000000,115230.0000000,115100.0000000,115170.0000000,652	115220.00000	115220,00000	115220																		
SPFB.RTS-12.18,1,10/12/18,11:18,115160.0000000,115160.0000000,115070.0000000,115080.0000000,420	115160.00000	115160,00000	115160																		
SPFB.RTS-12.18,1,10/12/18,11:19,115090.0000000,115110.0000000,115010.0000000,115010.0000000,863	115090.00000	115090,00000	115090																		
SPFB.RTS-12.18,1,10/12/18,11:20,115010.0000000,115010.0000000,114670.0000000,114830.0000000,4193	115010.00000	115010,00000	115010																		
SPFB.RTS-12.18,1,10/12/18,11:21,114820.0000000,114840.0000000,114710.0000000,114750.0000000,987	114820.00000	114820,00000	114820																		
SPFB.RTS-12.18,1,10/12/18,11:22,114750.0000000,114760.0000000,114600.0000000,114600.0000000,1754	114750.00000	114750,00000	114750																		
SPFB.RTS-12.18,1,10/12/18,11:23,114590.0000000,114620.0000000,114410.0000000,114500.0000000,4091	114590.00000	114590,00000	114590																		
SPFB.RTS-12.18,1,10/12/18,11:24,114480.0000000,114650.0000000,114480.0000000,114570.0000000,1354	114480.00000	114480,00000	114480																		
SPFB.RTS-12.18,1,10/12/18,11:25,114560.0000000,114710.0000000,114550.0000000,114700.0000000,1380	114560.00000	114560,00000	114560																		
SPFB.RTS-12.18,1,10/12/18,11:26,114690.0000000,114690.0000000,114570.0000000,114610.0000000,1105	114690.00000	114690,00000	114690																		
SPFB.RTS-12.18,1,10/12/18,11:27,114620.0000000,114700.0000000,114620.0000000,114660.0000000,559	114620.00000	114620,00000	114620																		
SPFB.RTS-12.18,1,10/12/18,11:28,114670.0000000,114730.0000000,114660.0000000,114730.0000000,833	114670.00000	114670,00000	114670																		
SPFB.RTS-12.18,1,10/12/18,11:29,114730.0000000,114730.0000000,114550.0000000,114570.0000000,1092	114730.00000	114730,00000	114730																		
SPFB.RTS-12.18,1,10/12/18,11:30,114590.0000000,114610.0000000,114500.0000000,114520.0000000,1050	114590.00000	114590,00000	114590																		
SPFB.RTS-12.18,1,10/12/18,11:31,114510.0000000,114660.0000000,114480.0000000,114640.0000000,1270	114510.00000	114510,00000	114510																		
SPFB.RTS-12.18,1,10/12/18,11:32,114640.0000000,114700.0000000,114620.0000000,114660.0000000,703	114640.00000	114640,00000	114640																		
SPFB.RTS-12.18,1,10/12/18,11:33,114670.0000000,114720.0000000,114650.0000000,114680.0000000,546	114670.00000	114670,00000	114670																		
SPFB.RTS-12.18,1,10/12/18,11:34,114670.0000000,114730.0000000,114670.0000000,114720.0000000,770	114670.00000	114670,00000	114670																		
SPFB.RTS-12.18,1,10/12/18,11:35,114730.0000000,114790.0000000,114710.0000000,114770.0000000,1257	114730.00000	114730,00000	114730																		
SPFB.RTS-12.18,1,10/12/18,11:36,114780.0000000,114880.0000000,114760.0000000,114790.0000000,1386	114780.00000	114780,00000	114780																		
SPFB.RTS-12.18,1,10/12/18,11:37,114790.0000000,114840.0000000,114770.0000000,114810.0000000,435	114790.00000	114790,00000	114790																		
SPFB.RTS-12.18,1,10/12/18,11:38,114810.0000000,114840.0000000,114770.0000000,114820.0000000,468	114810.00000	114810,00000	114810																		
SPFB.RTS-12.18,1,10/12/18,11:39,114840.0000000,114860.0000000,114780.0000000,114850.0000000,313	114840.00000	114840,00000	114840																		
SPFB.RTS-12.18,1,10/12/18,11:40,114850.0000000,114850.0000000,114710.0000000,114730.0000000,807	114850.00000	114850,00000	114850																		
SPFB.RTS-12.18,1,10/12/18,11:41,114720.0000000,114740.0000000,114680.0000000,114700.0000000,381	114720.00000	114720,00000	114720																		
SPFB.RTS-12.18,1,10/12/18,11:42,114710.0000000,114710.0000000,114550.0000000,114650.0000000,1142	114710.00000	114710,00000	114710																		
SPFB.RTS-12.18,1,10/12/18,11:43,114650.0000000,114690.0000000,114590.0000000,114600.0000000,548	114650.00000	114650,00000	114650																		
SPFB.RTS-12.18,1,10/12/18,11:44,114590.0000000,114590.0000000,114460.0000000,114470.0000000,1348	114590.00000	114590,00000	114590																		
SPFB.RTS-12.18,1,10/12/18,11:45,114480.0000000,114660.0000000,114440.0000000,114550.0000000,1332	114480.00000	114480,00000	114480																		
SPFB.RTS-12.18,1,10/12/18,11:46,114550.0000000,114730.0000000,114520.0000000,114730.0000000,1103	114550.00000	114550,00000	114550																		
SPFB.RTS-12.18,1,10/12/18,11:47,114710.0000000,114730.0000000,114630.0000000,114660.0000000,486	114710.00000	114710,00000	114710																		
SPFB.RTS-12.18,1,10/12/18,11:48,114670.0000000,114700.0000000,114610.0000000,114650.0000000,324	114670.00000	114670,00000	114670																		
SPFB.RTS-12.18,1,10/12/18,11:49,114640.0000000,114650.0000000,114600.0000000,114610.0000000,201	114640.00000	114640,00000	114640																		
SPFB.RTS-12.18,1,10/12/18,11:50,114620.0000000,114620.0000000,114550.0000000,114610.0000000,411	114620.00000	114620,00000	114620																		
SPFB.RTS-12.18,1,10/12/18,11:51,114600.0000000,114690.0000000,114550.0000000,114680.0000000,396	114600.00000	114600,00000	114600																		
SPFB.RTS-12.18,1,10/12/18,11:52,114680.0000000,114690.0000000,114630.0000000,114660.0000000,230	114680.00000	114680,00000	114680																		
SPFB.RTS-12.18,1,10/12/18,11:53,114660.0000000,114690.0000000,114600.0000000,114640.0000000,276	114660.00000	114660,00000	114660																		
SPFB.RTS-12.18,1,10/12/18,11:54,114630.0000000,114690.0000000,114630.0000000,114660.0000000,146	114630.00000	114630,00000	114630																		
SPFB.RTS-12.18,1,10/12/18,11:55,114670.0000000,114670.0000000,114600.0000000,114610.0000000,199	114670.00000	114670,00000	114670																		
SPFB.RTS-12.18,1,10/12/18,11:56,114600.0000000,114600.0000000,114520.0000000,114540.0000000,338	114600.00000	114600,00000	114600																		
SPFB.RTS-12.18,1,10/12/18,11:57,114540.0000000,114580.0000000,114410.0000000,114440.0000000,1224	114540.00000	114540,00000	114540																		
SPFB.RTS-12.18,1,10/12/18,11:58,114440.0000000,114600.0000000,114400.0000000,114540.0000000,1525	114440.00000	114440,00000	114440																		
SPFB.RTS-12.18,1,10/12/18,11:59,114540.0000000,114550.0000000,114320.0000000,114350.0000000,1415	114540.00000	114540,00000	114540																		
SPFB.RTS-12.18,1,10/12/18,12:00,114360.0000000,114380.0000000,114280.0000000,114300.0000000,1232	114360.00000	114360,00000	114360																		
SPFB.RTS-12.18,1,10/12/18,12:01,114310.0000000,114450.0000000,114220.0000000,114440.0000000,2579	114310.00000	114310,00000	114310																		
SPFB.RTS-12.18,1,10/12/18,12:02,114440.0000000,114480.0000000,114330.0000000,114330.0000000,955	114440.00000	114440,00000	114440																		
SPFB.RTS-12.18,1,10/12/18,12:03,114330.0000000,114390.0000000,114320.0000000,114320.0000000,339	114330.00000	114330,00000	114330																		
SPFB.RTS-12.18,1,10/12/18,12:04,114320.0000000,114390.0000000,114320.0000000,114370.0000000,476	114320.00000	114320,00000	114320																		
SPFB.RTS-12.18,1,10/12/18,12:05,114360.0000000,114380.0000000,114260.0000000,114360.0000000,858	114360.00000	114360,00000	114360																		
SPFB.RTS-12.18,1,10/12/18,12:06,114350.0000000,114350.0000000,114270.0000000,114280.0000000,455	114350.00000	114350,00000	114350																		
SPFB.RTS-12.18,1,10/12/18,12:07,114290.0000000,114370.0000000,114270.0000000,114370.0000000,744	114290.00000	114290,00000	114290																		
SPFB.RTS-12.18,1,10/12/18,12:08,114370.0000000,114380.0000000,114330.0000000,114350.0000000,203	114370.00000	114370,00000	114370																		
SPFB.RTS-12.18,1,10/12/18,12:09,114340.0000000,114380.0000000,114320.0000000,114380.0000000,176	114340.00000	114340,00000	114340																		
SPFB.RTS-12.18,1,10/12/18,12:10,114380.0000000,114410.0000000,114360.0000000,114370.0000000,256	114380.00000	114380,00000	114380																		
SPFB.RTS-12.18,1,10/12/18,12:11,114370.0000000,114410.0000000,114290.0000000,114410.0000000,584	114370.00000	114370,00000	114370																		
SPFB.RTS-12.18,1,10/12/18,12:12,114410.0000000,114480.0000000,114410.0000000,114470.0000000,776	114410.00000	114410,00000	114410																		
SPFB.RTS-12.18,1,10/12/18,12:13,114470.0000000,114470.0000000,114420.0000000,114420.0000000,400	114470.00000	114470,00000	114470																		
SPFB.RTS-12.18,1,10/12/18,12:14,114420.0000000,114430.0000000,114400.0000000,114420.0000000,237	114420.00000	114420,00000	114420																		
SPFB.RTS-12.18,1,10/12/18,12:15,114430.0000000,114520.0000000,114430.0000000,114450.0000000,986	114430.00000	114430,00000	114430																		
SPFB.RTS-12.18,1,10/12/18,12:16,114450.0000000,114490.0000000,114440.0000000,114450.0000000,227	114450.00000	114450,00000	114450																		
SPFB.RTS-12.18,1,10/12/18,12:17,114460.0000000,114470.0000000,114430.0000000,114440.0000000,247	114460.00000	114460,00000	114460																		
SPFB.RTS-12.18,1,10/12/18,12:18,114430.0000000,114510.0000000,114420.0000000,114510.0000000,336	114430.00000	114430,00000	114430																		
SPFB.RTS-12.18,1,10/12/18,12:19,114510.0000000,114540.0000000,114480.0000000,114540.0000000,471	114510.00000	114510,00000	114510																		
SPFB.RTS-12.18,1,10/12/18,12:20,114540.0000000,114560.0000000,114480.0000000,114550.0000000,780	114540.00000	114540,00000	114540																		
SPFB.RTS-12.18,1,10/12/18,12:21,114550.0000000,114590.0000000,114540.0000000,114570.0000000,627	114550.00000	114550,00000	114550																		
SPFB.RTS-12.18,1,10/12/18,12:22,114570.0000000,114580.0000000,114520.0000000,114520.0000000,266	114570.00000	114570,00000	114570																		
SPFB.RTS-12.18,1,10/12/18,12:23,114520.0000000,114540.0000000,114500.0000000,114510.0000000,213	114520.00000	114520,00000	114520																		
SPFB.RTS-12.18,1,10/12/18,12:24,114510.0000000,114530.0000000,114500.0000000,114510.0000000,138	114510.00000	114510,00000	114510																		
SPFB.RTS-12.18,1,10/12/18,12:25,114520.0000000,114530.0000000,114500.0000000,114500.0000000,521	114520.00000	114520,00000	114520																		
SPFB.RTS-12.18,1,10/12/18,12:26,114500.0000000,114510.0000000,114430.0000000,114440.0000000,732	114500.00000	114500,00000	114500																		
SPFB.RTS-12.18,1,10/12/18,12:27,114430.0000000,114460.0000000,114380.0000000,114390.0000000,306	114430.00000	114430,00000	114430																		
SPFB.RTS-12.18,1,10/12/18,12:28,114380.0000000,114420.0000000,114290.0000000,114350.0000000,861	114380.00000	114380,00000	114380																		
SPFB.RTS-12.18,1,10/12/18,12:29,114330.0000000,114400.0000000,114310.0000000,114360.0000000,378	114330.00000	114330,00000	114330																		
SPFB.RTS-12.18,1,10/12/18,12:30,114380.0000000,114390.0000000,114310.0000000,114340.0000000,239	114380.00000	114380,00000	114380																		
SPFB.RTS-12.18,1,10/12/18,12:31,114350.0000000,114350.0000000,114220.0000000,114230.0000000,1187	114350.00000	114350,00000	114350																		
SPFB.RTS-12.18,1,10/12/18,12:32,114230.0000000,114240.0000000,114170.0000000,114180.0000000,1036	114230.00000	114230,00000	114230																		
SPFB.RTS-12.18,1,10/12/18,12:33,114180.0000000,114200.0000000,114090.0000000,114100.0000000,1772	114180.00000	114180,00000	114180																		
SPFB.RTS-12.18,1,10/12/18,12:34,114110.0000000,114160.0000000,114100.0000000,114120.0000000,690	114110.00000	114110,00000	114110																		
SPFB.RTS-12.18,1,10/12/18,12:35,114100.0000000,114130.0000000,114090.0000000,114120.0000000,543	114100.00000	114100,00000	114100																		
SPFB.RTS-12.18,1,10/12/18,12:36,114110.0000000,114150.0000000,114100.0000000,114130.0000000,378	114110.00000	114110,00000	114110																		
SPFB.RTS-12.18,1,10/12/18,12:37,114140.0000000,114150.0000000,114110.0000000,114130.0000000,563	114140.00000	114140,00000	114140																		
SPFB.RTS-12.18,1,10/12/18,12:38,114130.0000000,114170.0000000,114130.0000000,114140.0000000,522	114130.00000	114130,00000	114130																		
SPFB.RTS-12.18,1,10/12/18,12:39,114140.0000000,114190.0000000,114130.0000000,114180.0000000,821	114140.00000	114140,00000	114140																		
SPFB.RTS-12.18,1,10/12/18,12:40,114180.0000000,114190.0000000,114150.0000000,114170.0000000,288	114180.00000	114180,00000	114180																		
SPFB.RTS-12.18,1,10/12/18,12:41,114170.0000000,114190.0000000,114150.0000000,114190.0000000,407	114170.00000	114170,00000	114170																		
SPFB.RTS-12.18,1,10/12/18,12:42,114180.0000000,114210.0000000,114150.0000000,114200.0000000,1238	114180.00000	114180,00000	114180																		
SPFB.RTS-12.18,1,10/12/18,12:43,114190.0000000,114240.0000000,114170.0000000,114220.0000000,358	114190.00000	114190,00000	114190																		
SPFB.RTS-12.18,1,10/12/18,12:44,114220.0000000,114240.0000000,114190.0000000,114230.0000000,814	114220.00000	114220,00000	114220																		
SPFB.RTS-12.18,1,10/12/18,12:45,114240.0000000,114320.0000000,114240.0000000,114310.0000000,1633	114240.00000	114240,00000	114240																		
SPFB.RTS-12.18,1,10/12/18,12:46,114300.0000000,114330.0000000,114260.0000000,114270.0000000,915	114300.00000	114300,00000	114300																		
SPFB.RTS-12.18,1,10/12/18,12:47,114280.0000000,114310.0000000,114260.0000000,114290.0000000,342	114280.00000	114280,00000	114280																		
SPFB.RTS-12.18,1,10/12/18,12:48,114280.0000000,114330.0000000,114270.0000000,114310.0000000,374	114280.00000	114280,00000	114280																		
SPFB.RTS-12.18,1,10/12/18,12:49,114310.0000000,114340.0000000,114270.0000000,114280.0000000,759	114310.00000	114310,00000	114310																		
SPFB.RTS-12.18,1,10/12/18,12:50,114280.0000000,114290.0000000,114230.0000000,114270.0000000,724	114280.00000	114280,00000	114280																		
SPFB.RTS-12.18,1,10/12/18,12:51,114260.0000000,114260.0000000,114230.0000000,114250.0000000,287	114260.00000	114260,00000	114260																		
SPFB.RTS-12.18,1,10/12/18,12:52,114260.0000000,114270.0000000,114180.0000000,114190.0000000,636	114260.00000	114260,00000	114260																		
SPFB.RTS-12.18,1,10/12/18,12:53,114190.0000000,114200.0000000,114140.0000000,114140.0000000,450	114190.00000	114190,00000	114190																		
SPFB.RTS-12.18,1,10/12/18,12:54,114140.0000000,114140.0000000,114030.0000000,114050.0000000,2434	114140.00000	114140,00000	114140																		
SPFB.RTS-12.18,1,10/12/18,12:55,114040.0000000,114060.0000000,113880.0000000,113910.0000000,5677	114040.00000	114040,00000	114040																		
SPFB.RTS-12.18,1,10/12/18,12:56,113910.0000000,114000.0000000,113890.0000000,113950.0000000,1513	113910.00000	113910,00000	113910																		
