SPFB.RTS-12.18,1,10/09/18,10:01,103750.0000000,103900.0000000,103680.0000000,103900.0000000,19	103750.00000	103750,00000	103750	1		10/09/18 открытие	10/09/18 закрытие	10.09.2018 мин	10.09.2018 макс	10/10/18 открытие	10/10/18 закрытие	10/10/18 мин	 10/10/18 макс	08/11/18 открытие	08/11/18 закрытие	08/11/18 мин	08/11/18 макс	08/12/18 открытие	08/12/18 закрытие	08.12.2018 мин	08.12.2018 макс
SPFB.RTS-12.18,1,10/10/18,14:22,115960.0000000,116040.0000000,115930.0000000,116020.0000000,794	115960.00000	115960,00000	115960																		
SPFB.RTS-12.18,1,10/10/18,14:23,116030.0000000,116130.0000000,116010.0000000,116120.0000000,692	116030.00000	116030,00000	116030																		
SPFB.RTS-12.18,1,10/10/18,14:24,116120.0000000,116130.0000000,116070.0000000,116110.0000000,625	116120.00000	116120,00000	116120																		
SPFB.RTS-12.18,1,10/10/18,14:25,116110.0000000,116140.0000000,116090.0000000,116140.0000000,524	116110.00000	116110,00000	116110																		
SPFB.RTS-12.18,1,10/10/18,14:26,116120.0000000,116140.0000000,116070.0000000,116130.0000000,469	116120.00000	116120,00000	116120																		
SPFB.RTS-12.18,1,10/10/18,14:27,116130.0000000,116180.0000000,116130.0000000,116180.0000000,303	116130.00000	116130,00000	116130																		
SPFB.RTS-12.18,1,10/10/18,14:28,116190.0000000,116240.0000000,116180.0000000,116230.0000000,817	116190.00000	116190,00000	116190																		
SPFB.RTS-12.18,1,10/10/18,14:29,116220.0000000,116280.0000000,116220.0000000,116270.0000000,450	116220.00000	116220,00000	116220																		
SPFB.RTS-12.18,1,10/10/18,14:30,116270.0000000,116270.0000000,116110.0000000,116180.0000000,911	116270.00000	116270,00000	116270																		
SPFB.RTS-12.18,1,10/10/18,14:31,116180.0000000,116230.0000000,116150.0000000,116160.0000000,391	116180.00000	116180,00000	116180																		
SPFB.RTS-12.18,1,10/10/18,14:32,116160.0000000,116170.0000000,116090.0000000,116100.0000000,387	116160.00000	116160,00000	116160																		
SPFB.RTS-12.18,1,10/10/18,14:33,116090.0000000,116100.0000000,116050.0000000,116080.0000000,338	116090.00000	116090,00000	116090																		
SPFB.RTS-12.18,1,10/10/18,14:34,116060.0000000,116080.0000000,116010.0000000,116040.0000000,444	116060.00000	116060,00000	116060																		
SPFB.RTS-12.18,1,10/10/18,14:35,116030.0000000,116050.0000000,115960.0000000,115980.0000000,376	116030.00000	116030,00000	116030																		
SPFB.RTS-12.18,1,10/10/18,14:36,115980.0000000,116010.0000000,115910.0000000,115950.0000000,1081	115980.00000	115980,00000	115980																		
SPFB.RTS-12.18,1,10/10/18,14:37,115980.0000000,115980.0000000,115870.0000000,115930.0000000,931	115980.00000	115980,00000	115980																		
SPFB.RTS-12.18,1,10/10/18,14:38,115930.0000000,115950.0000000,115900.0000000,115930.0000000,339	115930.00000	115930,00000	115930																		
SPFB.RTS-12.18,1,10/10/18,14:39,115930.0000000,116010.0000000,115910.0000000,116000.0000000,239	115930.00000	115930,00000	115930																		
SPFB.RTS-12.18,1,10/10/18,14:40,116000.0000000,116020.0000000,115950.0000000,115970.0000000,233	116000.00000	116000,00000	116000																		
SPFB.RTS-12.18,1,10/10/18,14:41,115960.0000000,115980.0000000,115930.0000000,115980.0000000,155	115960.00000	115960,00000	115960																		
SPFB.RTS-12.18,1,10/10/18,14:42,115950.0000000,115960.0000000,115940.0000000,115950.0000000,49	115950.00000	115950,00000	115950																		
SPFB.RTS-12.18,1,10/10/18,14:43,115950.0000000,115950.0000000,115870.0000000,115880.0000000,539	115950.00000	115950,00000	115950																		
SPFB.RTS-12.18,1,10/10/18,14:44,115880.0000000,115890.0000000,115770.0000000,115800.0000000,1176	115880.00000	115880,00000	115880																		
SPFB.RTS-12.18,1,10/10/18,14:45,115790.0000000,115830.0000000,115750.0000000,115760.0000000,784	115790.00000	115790,00000	115790																		
SPFB.RTS-12.18,1,10/10/18,14:46,115750.0000000,115780.0000000,115690.0000000,115750.0000000,1152	115750.00000	115750,00000	115750																		
SPFB.RTS-12.18,1,10/10/18,14:47,115740.0000000,115740.0000000,115640.0000000,115690.0000000,826	115740.00000	115740,00000	115740																		
SPFB.RTS-12.18,1,10/10/18,14:48,115680.0000000,115690.0000000,115560.0000000,115660.0000000,1108	115680.00000	115680,00000	115680																		
SPFB.RTS-12.18,1,10/10/18,14:49,115640.0000000,115640.0000000,115570.0000000,115600.0000000,471	115640.00000	115640,00000	115640																		
SPFB.RTS-12.18,1,10/10/18,14:50,115620.0000000,115720.0000000,115580.0000000,115690.0000000,703	115620.00000	115620,00000	115620																		
SPFB.RTS-12.18,1,10/10/18,14:51,115690.0000000,115690.0000000,115560.0000000,115560.0000000,643	115690.00000	115690,00000	115690																		
SPFB.RTS-12.18,1,10/10/18,14:52,115560.0000000,115630.0000000,115550.0000000,115630.0000000,625	115560.00000	115560,00000	115560																		
SPFB.RTS-12.18,1,10/10/18,14:53,115620.0000000,115680.0000000,115620.0000000,115640.0000000,389	115620.00000	115620,00000	115620																		
SPFB.RTS-12.18,1,10/10/18,14:54,115650.0000000,115660.0000000,115610.0000000,115620.0000000,403	115650.00000	115650,00000	115650																		
SPFB.RTS-12.18,1,10/10/18,14:55,115620.0000000,115650.0000000,115580.0000000,115600.0000000,365	115620.00000	115620,00000	115620																		
SPFB.RTS-12.18,1,10/10/18,14:56,115600.0000000,115620.0000000,115550.0000000,115570.0000000,569	115600.00000	115600,00000	115600																		
SPFB.RTS-12.18,1,10/10/18,14:57,115560.0000000,115630.0000000,115560.0000000,115600.0000000,362	115560.00000	115560,00000	115560																		
SPFB.RTS-12.18,1,10/10/18,14:58,115600.0000000,115640.0000000,115580.0000000,115630.0000000,332	115600.00000	115600,00000	115600																		
SPFB.RTS-12.18,1,10/10/18,14:59,115620.0000000,115680.0000000,115580.0000000,115680.0000000,335	115620.00000	115620,00000	115620																		
SPFB.RTS-12.18,1,10/10/18,15:00,115670.0000000,115750.0000000,115670.0000000,115700.0000000,1256	115670.00000	115670,00000	115670																		
SPFB.RTS-12.18,1,10/10/18,15:01,115700.0000000,115720.0000000,115660.0000000,115660.0000000,667	115700.00000	115700,00000	115700																		
SPFB.RTS-12.18,1,10/10/18,15:02,115660.0000000,115680.0000000,115620.0000000,115640.0000000,359	115660.00000	115660,00000	115660																		
SPFB.RTS-12.18,1,10/10/18,15:03,115650.0000000,115750.0000000,115650.0000000,115740.0000000,479	115650.00000	115650,00000	115650																		
SPFB.RTS-12.18,1,10/10/18,15:04,115740.0000000,115790.0000000,115680.0000000,115790.0000000,551	115740.00000	115740,00000	115740																		
SPFB.RTS-12.18,1,10/10/18,15:05,115770.0000000,115790.0000000,115710.0000000,115740.0000000,280	115770.00000	115770,00000	115770																		
SPFB.RTS-12.18,1,10/10/18,15:06,115750.0000000,115770.0000000,115630.0000000,115640.0000000,568	115750.00000	115750,00000	115750																		
SPFB.RTS-12.18,1,10/10/18,15:07,115640.0000000,115660.0000000,115410.0000000,115470.0000000,2501	115640.00000	115640,00000	115640																		
SPFB.RTS-12.18,1,10/10/18,15:08,115470.0000000,115510.0000000,115430.0000000,115460.0000000,903	115470.00000	115470,00000	115470																		
SPFB.RTS-12.18,1,10/10/18,15:09,115460.0000000,115520.0000000,115430.0000000,115480.0000000,786	115460.00000	115460,00000	115460																		
SPFB.RTS-12.18,1,10/10/18,15:10,115480.0000000,115510.0000000,115430.0000000,115450.0000000,455	115480.00000	115480,00000	115480																		
SPFB.RTS-12.18,1,10/10/18,15:11,115450.0000000,115520.0000000,115430.0000000,115520.0000000,502	115450.00000	115450,00000	115450																		
SPFB.RTS-12.18,1,10/10/18,15:12,115520.0000000,115530.0000000,115250.0000000,115300.0000000,3359	115520.00000	115520,00000	115520																		
SPFB.RTS-12.18,1,10/10/18,15:13,115280.0000000,115410.0000000,115270.0000000,115330.0000000,1591	115280.00000	115280,00000	115280																		
SPFB.RTS-12.18,1,10/10/18,15:14,115340.0000000,115380.0000000,115270.0000000,115380.0000000,662	115340.00000	115340,00000	115340																		
SPFB.RTS-12.18,1,10/10/18,15:15,115370.0000000,115430.0000000,115360.0000000,115400.0000000,559	115370.00000	115370,00000	115370																		
SPFB.RTS-12.18,1,10/10/18,15:16,115410.0000000,115440.0000000,115360.0000000,115420.0000000,620	115410.00000	115410,00000	115410																		
SPFB.RTS-12.18,1,10/10/18,15:17,115410.0000000,115450.0000000,115400.0000000,115440.0000000,282	115410.00000	115410,00000	115410																		
SPFB.RTS-12.18,1,10/10/18,15:18,115430.0000000,115450.0000000,115390.0000000,115450.0000000,405	115430.00000	115430,00000	115430																		
SPFB.RTS-12.18,1,10/10/18,15:19,115450.0000000,115450.0000000,115380.0000000,115400.0000000,254	115450.00000	115450,00000	115450																		
SPFB.RTS-12.18,1,10/10/18,15:20,115410.0000000,115440.0000000,115380.0000000,115430.0000000,135	115410.00000	115410,00000	115410																		
SPFB.RTS-12.18,1,10/10/18,15:21,115440.0000000,115480.0000000,115410.0000000,115450.0000000,399	115440.00000	115440,00000	115440																		
SPFB.RTS-12.18,1,10/10/18,15:22,115440.0000000,115510.0000000,115440.0000000,115460.0000000,702	115440.00000	115440,00000	115440																		
SPFB.RTS-12.18,1,10/10/18,15:23,115450.0000000,115450.0000000,115370.0000000,115380.0000000,422	115450.00000	115450,00000	115450																		
SPFB.RTS-12.18,1,10/10/18,15:24,115380.0000000,115430.0000000,115380.0000000,115400.0000000,230	115380.00000	115380,00000	115380																		
SPFB.RTS-12.18,1,10/10/18,15:25,115400.0000000,115400.0000000,115270.0000000,115300.0000000,873	115400.00000	115400,00000	115400																		
SPFB.RTS-12.18,1,10/10/18,15:26,115300.0000000,115300.0000000,115120.0000000,115130.0000000,2476	115300.00000	115300,00000	115300																		
SPFB.RTS-12.18,1,10/10/18,15:27,115120.0000000,115220.0000000,115090.0000000,115190.0000000,1007	115120.00000	115120,00000	115120																		
SPFB.RTS-12.18,1,10/10/18,15:28,115190.0000000,115230.0000000,115160.0000000,115160.0000000,333	115190.00000	115190,00000	115190																		
SPFB.RTS-12.18,1,10/10/18,15:29,115160.0000000,115250.0000000,115150.0000000,115230.0000000,341	115160.00000	115160,00000	115160																		
SPFB.RTS-12.18,1,10/10/18,15:30,115230.0000000,115260.0000000,115210.0000000,115250.0000000,187	115230.00000	115230,00000	115230																		
SPFB.RTS-12.18,1,10/10/18,15:31,115240.0000000,115250.0000000,115160.0000000,115170.0000000,198	115240.00000	115240,00000	115240																		
SPFB.RTS-12.18,1,10/10/18,15:32,115180.0000000,115210.0000000,115100.0000000,115140.0000000,726	115180.00000	115180,00000	115180																		
SPFB.RTS-12.18,1,10/10/18,15:33,115140.0000000,115140.0000000,115060.0000000,115100.0000000,1178	115140.00000	115140,00000	115140																		
SPFB.RTS-12.18,1,10/10/18,15:34,115110.0000000,115120.0000000,115030.0000000,115050.0000000,1193	115110.00000	115110,00000	115110																		
SPFB.RTS-12.18,1,10/10/18,15:35,115060.0000000,115100.0000000,115020.0000000,115050.0000000,508	115060.00000	115060,00000	115060																		
SPFB.RTS-12.18,1,10/10/18,15:36,115040.0000000,115080.0000000,115020.0000000,115070.0000000,836	115040.00000	115040,00000	115040																		
SPFB.RTS-12.18,1,10/10/18,15:37,115080.0000000,115080.0000000,115020.0000000,115060.0000000,681	115080.00000	115080,00000	115080																		
SPFB.RTS-12.18,1,10/10/18,15:38,115050.0000000,115120.0000000,115030.0000000,115110.0000000,671	115050.00000	115050,00000	115050																		
SPFB.RTS-12.18,1,10/10/18,15:39,115110.0000000,115110.0000000,115040.0000000,115060.0000000,771	115110.00000	115110,00000	115110																		
SPFB.RTS-12.18,1,10/10/18,15:40,115070.0000000,115080.0000000,115010.0000000,115040.0000000,1030	115070.00000	115070,00000	115070																		
SPFB.RTS-12.18,1,10/10/18,15:41,115050.0000000,115080.0000000,115030.0000000,115060.0000000,395	115050.00000	115050,00000	115050																		
SPFB.RTS-12.18,1,10/10/18,15:42,115070.0000000,115080.0000000,115000.0000000,115030.0000000,898	115070.00000	115070,00000	115070																		
SPFB.RTS-12.18,1,10/10/18,15:43,115020.0000000,115080.0000000,114970.0000000,115040.0000000,1424	115020.00000	115020,00000	115020																		
SPFB.RTS-12.18,1,10/10/18,15:44,115040.0000000,115150.0000000,115040.0000000,115140.0000000,784	115040.00000	115040,00000	115040																		
SPFB.RTS-12.18,1,10/10/18,15:45,115130.0000000,115130.0000000,115090.0000000,115110.0000000,253	115130.00000	115130,00000	115130																		
SPFB.RTS-12.18,1,10/10/18,15:46,115110.0000000,115150.0000000,115100.0000000,115150.0000000,299	115110.00000	115110,00000	115110																		
SPFB.RTS-12.18,1,10/10/18,15:47,115130.0000000,115200.0000000,115100.0000000,115110.0000000,666	115130.00000	115130,00000	115130																		
SPFB.RTS-12.18,1,10/10/18,15:48,115110.0000000,115170.0000000,115110.0000000,115170.0000000,291	115110.00000	115110,00000	115110																		
SPFB.RTS-12.18,1,10/10/18,15:49,115170.0000000,115240.0000000,115150.0000000,115220.0000000,937	115170.00000	115170,00000	115170																		
SPFB.RTS-12.18,1,10/10/18,15:50,115220.0000000,115230.0000000,115110.0000000,115210.0000000,447	115220.00000	115220,00000	115220																		
SPFB.RTS-12.18,1,10/10/18,15:51,115200.0000000,115210.0000000,115110.0000000,115150.0000000,344	115200.00000	115200,00000	115200																		
SPFB.RTS-12.18,1,10/10/18,15:52,115170.0000000,115190.0000000,115140.0000000,115150.0000000,127	115170.00000	115170,00000	115170																		
SPFB.RTS-12.18,1,10/10/18,15:53,115150.0000000,115160.0000000,115080.0000000,115150.0000000,472	115150.00000	115150,00000	115150																		
SPFB.RTS-12.18,1,10/10/18,15:54,115160.0000000,115200.0000000,115140.0000000,115200.0000000,246	115160.00000	115160,00000	115160																		
SPFB.RTS-12.18,1,10/10/18,15:55,115190.0000000,115260.0000000,115180.0000000,115250.0000000,431	115190.00000	115190,00000	115190																		
SPFB.RTS-12.18,1,10/10/18,15:56,115240.0000000,115360.0000000,115240.0000000,115320.0000000,1569	115240.00000	115240,00000	115240																		
SPFB.RTS-12.18,1,10/10/18,15:57,115330.0000000,115360.0000000,115310.0000000,115350.0000000,295	115330.00000	115330,00000	115330																		
SPFB.RTS-12.18,1,10/10/18,15:58,115360.0000000,115370.0000000,115270.0000000,115300.0000000,688	115360.00000	115360,00000	115360																		
SPFB.RTS-12.18,1,10/10/18,15:59,115310.0000000,115370.0000000,115220.0000000,115360.0000000,633	115310.00000	115310,00000	115310																		
SPFB.RTS-12.18,1,10/10/18,16:00,115350.0000000,115390.0000000,115350.0000000,115370.0000000,397	115350.00000	115350,00000	115350																		
SPFB.RTS-12.18,1,10/10/18,16:01,115380.0000000,115440.0000000,115360.0000000,115390.0000000,750	115380.00000	115380,00000	115380																		
SPFB.RTS-12.18,1,10/10/18,16:02,115400.0000000,115400.0000000,115340.0000000,115380.0000000,297	115400.00000	115400,00000	115400																		
SPFB.RTS-12.18,1,10/10/18,16:03,115370.0000000,115380.0000000,115280.0000000,115320.0000000,777	115370.00000	115370,00000	115370																		
SPFB.RTS-12.18,1,10/10/18,16:04,115330.0000000,115330.0000000,115240.0000000,115270.0000000,739	115330.00000	115330,00000	115330																		
SPFB.RTS-12.18,1,10/10/18,16:05,115270.0000000,115280.0000000,115190.0000000,115210.0000000,495	115270.00000	115270,00000	115270																		
SPFB.RTS-12.18,1,10/10/18,16:06,115210.0000000,115260.0000000,115170.0000000,115200.0000000,981	115210.00000	115210,00000	115210																		
SPFB.RTS-12.18,1,10/10/18,16:07,115200.0000000,115230.0000000,115180.0000000,115200.0000000,415	115200.00000	115200,00000	115200																		
SPFB.RTS-12.18,1,10/10/18,16:08,115200.0000000,115240.0000000,115170.0000000,115200.0000000,610	115200.00000	115200,00000	115200																		
SPFB.RTS-12.18,1,10/10/18,16:09,115180.0000000,115220.0000000,115170.0000000,115200.0000000,308	115180.00000	115180,00000	115180																		
SPFB.RTS-12.18,1,10/10/18,16:10,115200.0000000,115250.0000000,115160.0000000,115180.0000000,1144	115200.00000	115200,00000	115200																		
SPFB.RTS-12.18,1,10/10/18,16:11,115190.0000000,115290.0000000,115170.0000000,115270.0000000,503	115190.00000	115190,00000	115190																		
SPFB.RTS-12.18,1,10/10/18,16:12,115270.0000000,115290.0000000,115230.0000000,115250.0000000,351	115270.00000	115270,00000	115270																		
SPFB.RTS-12.18,1,10/10/18,16:13,115240.0000000,115250.0000000,115200.0000000,115230.0000000,360	115240.00000	115240,00000	115240																		
SPFB.RTS-12.18,1,10/10/18,16:14,115240.0000000,115240.0000000,115140.0000000,115200.0000000,545	115240.00000	115240,00000	115240																		
SPFB.RTS-12.18,1,10/10/18,16:15,115200.0000000,115210.0000000,115160.0000000,115170.0000000,330	115200.00000	115200,00000	115200																		
SPFB.RTS-12.18,1,10/10/18,16:16,115160.0000000,115160.0000000,115080.0000000,115110.0000000,831	115160.00000	115160,00000	115160																		
SPFB.RTS-12.18,1,10/10/18,16:17,115130.0000000,115140.0000000,115080.0000000,115140.0000000,429	115130.00000	115130,00000	115130																		
SPFB.RTS-12.18,1,10/10/18,16:18,115130.0000000,115290.0000000,115120.0000000,115270.0000000,848	115130.00000	115130,00000	115130																		
SPFB.RTS-12.18,1,10/10/18,16:19,115270.0000000,115330.0000000,115210.0000000,115250.0000000,797	115270.00000	115270,00000	115270																		
SPFB.RTS-12.18,1,10/10/18,16:20,115260.0000000,115290.0000000,115210.0000000,115250.0000000,532	115260.00000	115260,00000	115260																		
SPFB.RTS-12.18,1,10/10/18,16:21,115260.0000000,115330.0000000,115250.0000000,115280.0000000,721	115260.00000	115260,00000	115260																		
SPFB.RTS-12.18,1,10/10/18,16:22,115280.0000000,115320.0000000,115260.0000000,115310.0000000,120	115280.00000	115280,00000	115280																		
SPFB.RTS-12.18,1,10/10/18,16:23,115300.0000000,115300.0000000,115240.0000000,115250.0000000,356	115300.00000	115300,00000	115300																		
SPFB.RTS-12.18,1,10/10/18,16:24,115250.0000000,115250.0000000,115190.0000000,115240.0000000,336	115250.00000	115250,00000	115250																		
SPFB.RTS-12.18,1,10/10/18,16:25,115230.0000000,115230.0000000,115150.0000000,115220.0000000,315	115230.00000	115230,00000	115230																		
SPFB.RTS-12.18,1,10/10/18,16:26,115200.0000000,115210.0000000,115160.0000000,115170.0000000,297	115200.00000	115200,00000	115200																		
SPFB.RTS-12.18,1,10/10/18,16:27,115170.0000000,115190.0000000,115130.0000000,115170.0000000,254	115170.00000	115170,00000	115170																		
SPFB.RTS-12.18,1,10/10/18,16:28,115160.0000000,115180.0000000,115140.0000000,115170.0000000,217	115160.00000	115160,00000	115160																		
SPFB.RTS-12.18,1,10/10/18,16:29,115160.0000000,115180.0000000,115150.0000000,115170.0000000,302	115160.00000	115160,00000	115160																		
SPFB.RTS-12.18,1,10/10/18,16:30,115160.0000000,115160.0000000,115100.0000000,115150.0000000,442	115160.00000	115160,00000	115160																		
SPFB.RTS-12.18,1,10/10/18,16:31,115150.0000000,115180.0000000,115090.0000000,115140.0000000,1348	115150.00000	115150,00000	115150																		
SPFB.RTS-12.18,1,10/10/18,16:32,115120.0000000,115150.0000000,114950.0000000,115060.0000000,2571	115120.00000	115120,00000	115120																		
SPFB.RTS-12.18,1,10/10/18,16:33,115060.0000000,115060.0000000,114850.0000000,114990.0000000,3777	115060.00000	115060,00000	115060																		
SPFB.RTS-12.18,1,10/10/18,16:34,114970.0000000,115070.0000000,114960.0000000,114960.0000000,911	114970.00000	114970,00000	114970																		
SPFB.RTS-12.18,1,10/10/18,16:35,114960.0000000,115020.0000000,114930.0000000,114950.0000000,644	114960.00000	114960,00000	114960																		
SPFB.RTS-12.18,1,10/10/18,16:36,114950.0000000,114980.0000000,114890.0000000,114940.0000000,811	114950.00000	114950,00000	114950																		
SPFB.RTS-12.18,1,10/10/18,16:37,114940.0000000,114940.0000000,114880.0000000,114900.0000000,491	114940.00000	114940,00000	114940																		
SPFB.RTS-12.18,1,10/10/18,16:38,114910.0000000,114910.0000000,114810.0000000,114820.0000000,1573	114910.00000	114910,00000	114910																		
SPFB.RTS-12.18,1,10/10/18,16:39,114820.0000000,114820.0000000,114710.0000000,114750.0000000,2352	114820.00000	114820,00000	114820																		
SPFB.RTS-12.18,1,10/10/18,16:40,114750.0000000,114790.0000000,114670.0000000,114720.0000000,1488	114750.00000	114750,00000	114750																		
SPFB.RTS-12.18,1,10/10/18,16:41,114710.0000000,114850.0000000,114660.0000000,114820.0000000,2062	114710.00000	114710,00000	114710																		
SPFB.RTS-12.18,1,10/10/18,16:42,114830.0000000,115050.0000000,114810.0000000,115050.0000000,3233	114830.00000	114830,00000	114830																		
SPFB.RTS-12.18,1,10/10/18,16:43,115040.0000000,115050.0000000,114980.0000000,115010.0000000,1191	115040.00000	115040,00000	115040																		
SPFB.RTS-12.18,1,10/10/18,16:44,115020.0000000,115050.0000000,114960.0000000,114970.0000000,601	115020.00000	115020,00000	115020																		
SPFB.RTS-12.18,1,10/10/18,16:45,114970.0000000,114980.0000000,114840.0000000,114860.0000000,810	114970.00000	114970,00000	114970																		
SPFB.RTS-12.18,1,10/10/18,16:46,114850.0000000,115030.0000000,114810.0000000,115020.0000000,1695	114850.00000	114850,00000	114850																		
SPFB.RTS-12.18,1,10/10/18,16:47,115030.0000000,115050.0000000,114870.0000000,114870.0000000,830	115030.00000	115030,00000	115030																		
SPFB.RTS-12.18,1,10/10/18,16:48,114870.0000000,114870.0000000,114760.0000000,114780.0000000,1329	114870.00000	114870,00000	114870																		
SPFB.RTS-12.18,1,10/10/18,16:49,114770.0000000,114920.0000000,114750.0000000,114900.0000000,988	114770.00000	114770,00000	114770																		
SPFB.RTS-12.18,1,10/10/18,16:50,114880.0000000,114890.0000000,114750.0000000,114750.0000000,759	114880.00000	114880,00000	114880																		
SPFB.RTS-12.18,1,10/10/18,16:51,114760.0000000,114810.0000000,114720.0000000,114790.0000000,939	114760.00000	114760,00000	114760																		
SPFB.RTS-12.18,1,10/10/18,16:52,114790.0000000,114920.0000000,114760.0000000,114890.0000000,809	114790.00000	114790,00000	114790																		
SPFB.RTS-12.18,1,10/10/18,16:53,114870.0000000,114920.0000000,114820.0000000,114890.0000000,589	114870.00000	114870,00000	114870																		
SPFB.RTS-12.18,1,10/10/18,16:54,114880.0000000,114890.0000000,114760.0000000,114760.0000000,605	114880.00000	114880,00000	114880																		
SPFB.RTS-12.18,1,10/10/18,16:55,114770.0000000,114780.0000000,114700.0000000,114750.0000000,925	114770.00000	114770,00000	114770																		
SPFB.RTS-12.18,1,10/10/18,16:56,114750.0000000,114820.0000000,114710.0000000,114780.0000000,582	114750.00000	114750,00000	114750																		
SPFB.RTS-12.18,1,10/10/18,16:57,114790.0000000,114810.0000000,114720.0000000,114780.0000000,565	114790.00000	114790,00000	114790																		
SPFB.RTS-12.18,1,10/10/18,16:58,114780.0000000,114820.0000000,114750.0000000,114750.0000000,780	114780.00000	114780,00000	114780																		
SPFB.RTS-12.18,1,10/10/18,16:59,114740.0000000,114750.0000000,114550.0000000,114630.0000000,3810	114740.00000	114740,00000	114740																		
SPFB.RTS-12.18,1,10/10/18,17:00,114620.0000000,114620.0000000,114530.0000000,114580.0000000,2305	114620.00000	114620,00000	114620																		
SPFB.RTS-12.18,1,10/10/18,17:01,114600.0000000,114760.0000000,114520.0000000,114720.0000000,2560	114600.00000	114600,00000	114600																		
SPFB.RTS-12.18,1,10/10/18,17:02,114710.0000000,114730.0000000,114640.0000000,114680.0000000,893	114710.00000	114710,00000	114710																		
SPFB.RTS-12.18,1,10/10/18,17:03,114660.0000000,114770.0000000,114600.0000000,114630.0000000,1374	114660.00000	114660,00000	114660																		
SPFB.RTS-12.18,1,10/10/18,17:04,114630.0000000,114650.0000000,114520.0000000,114560.0000000,1001	114630.00000	114630,00000	114630																		
SPFB.RTS-12.18,1,10/10/18,17:05,114560.0000000,114620.0000000,114520.0000000,114620.0000000,1167	114560.00000	114560,00000	114560																		
SPFB.RTS-12.18,1,10/10/18,17:06,114630.0000000,114680.0000000,114580.0000000,114680.0000000,590	114630.00000	114630,00000	114630																		
SPFB.RTS-12.18,1,10/10/18,17:07,114680.0000000,114710.0000000,114520.0000000,114550.0000000,1722	114680.00000	114680,00000	114680																		
SPFB.RTS-12.18,1,10/10/18,17:08,114550.0000000,114640.0000000,114500.0000000,114610.0000000,2094	114550.00000	114550,00000	114550																		
SPFB.RTS-12.18,1,10/10/18,17:09,114620.0000000,114690.0000000,114590.0000000,114660.0000000,714	114620.00000	114620,00000	114620																		
SPFB.RTS-12.18,1,10/10/18,17:10,114660.0000000,114660.0000000,114540.0000000,114610.0000000,839	114660.00000	114660,00000	114660																		
SPFB.RTS-12.18,1,10/10/18,17:11,114600.0000000,114630.0000000,114540.0000000,114620.0000000,454	114600.00000	114600,00000	114600																		
SPFB.RTS-12.18,1,10/10/18,17:12,114620.0000000,114640.0000000,114550.0000000,114600.0000000,392	114620.00000	114620,00000	114620																		
SPFB.RTS-12.18,1,10/10/18,17:13,114590.0000000,114610.0000000,114530.0000000,114610.0000000,613	114590.00000	114590,00000	114590																		
SPFB.RTS-12.18,1,10/10/18,17:14,114610.0000000,114710.0000000,114560.0000000,114670.0000000,1325	114610.00000	114610,00000	114610																		
SPFB.RTS-12.18,1,10/10/18,17:15,114650.0000000,114670.0000000,114550.0000000,114560.0000000,767	114650.00000	114650,00000	114650																		
SPFB.RTS-12.18,1,10/10/18,17:16,114570.0000000,114600.0000000,114520.0000000,114570.0000000,830	114570.00000	114570,00000	114570																		
SPFB.RTS-12.18,1,10/10/18,17:17,114560.0000000,114600.0000000,114500.0000000,114510.0000000,1951	114560.00000	114560,00000	114560																		
SPFB.RTS-12.18,1,10/10/18,17:18,114510.0000000,114550.0000000,114500.0000000,114500.0000000,1242	114510.00000	114510,00000	114510																		
SPFB.RTS-12.18,1,10/10/18,17:19,114500.0000000,114550.0000000,114440.0000000,114550.0000000,2788	114500.00000	114500,00000	114500																		
SPFB.RTS-12.18,1,10/10/18,17:20,114540.0000000,114640.0000000,114510.0000000,114600.0000000,1107	114540.00000	114540,00000	114540																		
SPFB.RTS-12.18,1,10/10/18,17:21,114600.0000000,114750.0000000,114530.0000000,114730.0000000,2237	114600.00000	114600,00000	114600																		
SPFB.RTS-12.18,1,10/10/18,17:22,114730.0000000,114800.0000000,114710.0000000,114710.0000000,1791	114730.00000	114730,00000	114730																		
SPFB.RTS-12.18,1,10/10/18,17:23,114730.0000000,114800.0000000,114660.0000000,114770.0000000,1587	114730.00000	114730,00000	114730																		
SPFB.RTS-12.18,1,10/10/18,17:24,114760.0000000,114860.0000000,114760.0000000,114760.0000000,957	114760.00000	114760,00000	114760																		
SPFB.RTS-12.18,1,10/10/18,17:25,114780.0000000,114820.0000000,114770.0000000,114810.0000000,208	114780.00000	114780,00000	114780																		
SPFB.RTS-12.18,1,10/10/18,17:26,114810.0000000,114820.0000000,114730.0000000,114730.0000000,496	114810.00000	114810,00000	114810																		
SPFB.RTS-12.18,1,10/10/18,17:27,114730.0000000,114740.0000000,114650.0000000,114710.0000000,912	114730.00000	114730,00000	114730																		
SPFB.RTS-12.18,1,10/10/18,17:28,114720.0000000,114840.0000000,114710.0000000,114780.0000000,634	114720.00000	114720,00000	114720																		
SPFB.RTS-12.18,1,10/10/18,17:29,114760.0000000,114780.0000000,114650.0000000,114650.0000000,798	114760.00000	114760,00000	114760																		
SPFB.RTS-12.18,1,10/10/18,17:30,114650.0000000,114750.0000000,114630.0000000,114740.0000000,637	114650.00000	114650,00000	114650																		
SPFB.RTS-12.18,1,10/10/18,17:31,114740.0000000,114960.0000000,114600.0000000,114950.0000000,1800	114740.00000	114740,00000	114740																		
